time (h),Upper Bound,Lower Bound
0.0,0.19504997991025447,0.19504997991025447
0.5,0.28760579567740696,0.10249416414310196
1.0,0.3259436819549679,0.06415627786554101
1.5,0.35536137910608556,0.034738580714423345
2.0,0.3801616246599868,0.009938335160522116
2.5,0.4024348651034395,0.0
3.0,0.7477445599699988,0.2943155970906243
3.5,1.0919278576140408,0.6021686158413884
4.0,1.434823853702495,0.911249406604817
4.5,1.4507038669145076,0.8953693933928047
5.0,1.7917486021159903,1.2063747432590708
5.5,2.1009521509444022,1.4870069597924447
6.0,2.2505741412073865,1.6093293755620226
6.5,2.265063780330018,1.597635222889587
7.0,2.2835991974047753,1.5909758953877358
7.5,2.3034191261349886,1.5864858998240265
8.0,2.3289826804693243,1.5885372274820306
8.5,2.490948212277206,1.7277142976410065
9.0,2.5362854692994885,1.7509240367353627
9.5,2.5699043335956095,1.7630220065075402
10.0,2.5923635478116402,1.7645198206804862
10.5,2.609084882189111,1.7607973008858404
11.0,2.6208573431391704,1.7526070218663223
11.5,2.6085471880864586,1.7207829606104414
12.0,2.4531550210905775,1.5462968092965381
12.5,2.6276295035994184,1.7020711571061482
13.0,2.6569776332883053,1.7130895196886846
13.5,2.6713095410455274,1.7094408146749924
14.0,2.670259350901664,1.6907398995103238
14.5,2.6590843753154094,1.6622267218296716
15.0,2.6372153273398906,1.6233159980003797
15.5,2.4790167146362725,1.448357545789295
16.0,2.3456796768351977,1.2985289952114636
16.5,2.484759331997197,1.421372693721492
17.0,2.495917480448438,1.416539089223193
17.5,2.6623870642452725,1.5672506110400666
18.0,2.6823642814897126,1.5716936074949674
18.5,2.6872376518813015,1.5612475127610326
19.0,2.685870980291579,1.5447667321870586
19.5,2.681450704714373,1.5254296835455146
20.0,2.691753289450643,1.521005635510447
20.5,2.696652310720574,1.5113608685816422
21.0,2.705414225684495,1.5057548192869716
21.5,2.71518246602552,1.5013253359840624
22.0,2.7245207226474344,1.4966302287380635
22.5,2.684750778990796,1.442985639256427
23.0,2.6899799121161143,1.4344933568696343
